,count,PointName,Lng,Lat,geometry
68,10558.944444444445,中医药大学站,120.141628428543,30.1782411311957,POINT (120.141628428543 30.1782411311957)
69,9834.944444444445,联庄站,120.147375089161,30.1889440133156,POINT (120.147375089161 30.1889440133156)
70,6697.555555555556,水澄桥站,120.147328074202,30.2063314246336,POINT (120.147328074202 30.2063314246336)
71,4264.222222222223,复兴路站,120.158928130927,30.2125733657137,POINT (120.158928130927 30.2125733657137)
72,11945.722222222223,南星桥站,120.173012458853,30.2197856051212,POINT (120.173012458853 30.2197856051212)
73,3335.6111111111113,甬江路站,120.185452051821,30.2261803268705,POINT (120.185452051821 30.2261803268705)
74,15220.333333333334,城星路站,120.202408613956,30.2421197041509,POINT (120.202408613956 30.2421197041509)
75,16550.0,市民中心站,120.206816732036,30.2473111643859,POINT (120.206816732036 30.2473111643859)
76,15113.444444444445,江锦路站,120.210889048268,30.2521136410761,POINT (120.210889048268 30.2521136410761)
77,16976.0,景芳站,120.203173885432,30.2684504282292,POINT (120.203173885432 30.2684504282292)
78,6465.555555555556,新塘站,120.202729396545,30.2786369913785,POINT (120.202729396545 30.2786369913785)
79,5328.833333333333,新风站,120.203111953436,30.2896903061715,POINT (120.203111953436 30.2896903061715)
